question,answer,label
Does PU.1 (SPI1) affect NF-kB binding?,"Recent data demonstrate that developmental transcription factors like the macrophage fate-determining Pu.1 set the stage for the activity of ubiquitous transcription factors activated by inflammatory stimuli, like NF-kB, AP-1, and interferon regulatory factors (IRFs). Within 1217 bp of upstream sequence, 3 sites for NF-kB, 10 sites for NF-IL6, 15 sites for AP1, 6 sites for AP4, 2 sites for CHOP/CEBP alpha and 1 site for SP1 and PU.1 were identified. Recent data demonstrate that developmental transcription factors like the macrophage fate-determining Pu.1 set the stage for the activity of ubiquitous transcription factors activated by inflammatory stimuli, like NF-kB, AP-1, and interferon regulatory factors (IRFs). Recent data demonstrate that developmental transcription factors like the macrophage fate-determining Pu.1 set the stage for the activity of ubiquitous transcription factors activated by inflammatory stimuli, like NF-kB, AP-1, and interferon regulatory factors (IRFs). Recent data demonstrate that developmental transcription factors like the macrophage fate-determining Pu.1 set the stage for the activity of ubiquitous transcription factors activated by inflammatory stimuli, like NF-kB, AP-1, and interferon regulatory factors (IRFs). Recent data demonstrate that developmental transcription factors like the macrophage fate-determining Pu.1 set the stage for the activity of ubiquitous transcription factors activated by inflammatory stimuli, like NF-kB, AP-1, and interferon regulatory factors (IRFs). Recent data demonstrate that developmental transcription factors like the macrophage fate-determining Pu.1 set the stage for the activity of ubiquitous transcription factors activated by inflammatory stimuli, like NF-kB, AP-1, and interferon regulatory factors (IRFs).",1
What is the role of the RUNX1-MYEF2 complex?,"A novel complex, RUNX1-MYEF2, represses hematopoietic genes in erythroid cells. A novel complex, RUNX1-MYEF2, represses hematopoietic genes in erythroid cells. A novel complex, RUNX1-MYEF2, represses hematopoietic genes in erythroid cells. A novel complex, RUNX1-MYEF2, represses hematopoietic genes in erythroid cells. A novel complex, RUNX1-MYEF2, represses hematopoietic genes in erythroid cells. A novel complex, RUNX1-MYEF2, represses hematopoietic genes in erythroid cells.",1
Do the Sleeping Beauty or the piggyBac transposons have higher transposition efficiency?,"Compared with Sleeping Beauty, PiggyBac exhibits higher transposition efficiencies.",1
Which gene harbors the mutation T790M?,The T790M mutation refers to the mutation in exon 20 of the EGFR gene,1
Describe mechanism of action of PLX3397 drug.,PLX3397 works by inhibiting colony-stimulating-factor-1 receptor (CSF1R).,1
Do R-loops tend to form at sites of DNA replication?,"R-loops co-localize with the ORC within the same CpG island region in a significant fraction of these efficient replication origins. Physiological R-loop formation at CpG island promoters can contribute to DNA replication origin specification at these regions, the most efficient replication initiation sites in mammalian cells. One mechanism may be that downstream of a replication block, RNA at R-loops is extended by DNA polymerase I, opening up the DNA duplex and leading to the recruitment of the replisome. This would allow replication to proceed while the original block is repaired or bypassed. Thus, the organized structure of the R-loop is critical for primer RNA function in vivo with important implications for the RNA processing and DNA replication machinery. We found that overproduction of RecG protein drastically decreased copy numbers of ColE1-type plasmids, which require R-loop formation between the template DNA and a primer RNA transcript (RNA II) for the initiation of replication. ColE1 plasmid origins of replication and oriK sites initiate primosome assembly by an RNA-DNA hybrid structure known as R-loop. We propose that downstream of a replication block, RNA at R-loops is extended by DNA polymerase I, opening up the DNA duplex and leading to the recruitment of the replisome. We review evidence suggesting that R-loops are frequent during normal cell growth and that R-loops are critical for the maintenance of genome integrity.",1
What is smFISH?,"smFISH (Single-molecule fluorescence in situ hybridization) allows for quantitative imaging of single RNA molecules. Multi-color, single-molecule fluorescence in situ hybridization (smFISH) is particularly useful since it enables analysis of several different transcripts simultaneously. Combining smFISH with immunofluorescent protein detection provides additional information about the association between transcription level, cellular localization, and protein expression in individual cells.",1
What does isradipine do to L-type channels?,Isradipine antagonizes/blocks the L-type channels.,1
List bacterial species identified in the iceman tissues.,"Spirochete Treponema denticola
Clostridium perfringens
Clostridium ghonii
Clostridium sordellii
Eubacterium tenue
Bacteroides sp
Vibrio
Sphingomonas
Afipia
Curtobacterium
Microbacterium
Agromyces",1
Which diseases can be treated with Afamelanotide?,"Afamelanotide was ivestigated for treatment of erythropoietic protoporphyria, vitiligo, Hailey-Hailey disease,  acne vulgaris, polymorphic light eruption, prevention of actinic keratoses in organ transplant recipients and nonmelanoma skin cancer.",1
During which stage of the cell cycle is cohesin deposited on the yeast genome?,"In the budding yeast, cohesin is loaded onto the chromosome during the late G1 phase, establishes sister chromatid cohesion concomitant with DNA replication, and dissociates by the telophase. In the budding yeast, cohesin is loaded onto the chromosome during the late G1 phase, establishes sister chromatid cohesion concomitant with DNA replication, and dissociates by the telophase.  In the budding yeast, cohesin is loaded onto the chromosome during the late G1 phase, establishes sister chromatid cohesion concomitant with DNA replication, and dissociates by the telophase.  In the budding yeast, cohesin is loaded onto the chromosome during the late G1 phase, establishes sister chromatid cohesion concomitant with DNA replication, and dissociates by the telophase.  In the budding yeast, cohesin is loaded onto the chromosome during the late G1 phase, establishes sister chromatid cohesion concomitant with DNA replication, and dissociates by the telophase.  In the budding yeast, cohesin is loaded onto the chromosome during the late G1 phase, establishes sister chromatid cohesion concomitant with DNA replication, and dissociates by the telophase.  Cohesin association with G1 chromosomes requires continued activity of the cohesin loader Mis4/Ssl3, suggesting that repeated loading cycles maintain cohesin binding. In mammalian cells, cohesin binding to chromatin is dynamic in G1, but becomes stabilized during S-phase. Instead, we find that cohesin stability increases at the time of S-phase in a reaction that can be uncoupled from DNA replication. Budding yeast Scc1p/Mcd1p, an essential subunit, is cleaved and dissociates from chromosomes in anaphase, leading to sister chromatid separation.",1
